LEXEM,FREQ
selic,25
ríg,25
rora,25
rffs,25
revestir-s,25
referir-s,25
quantit,25
qualificam-s,25
pô,25
protest,25
petição.,25
perquir,25
pai,25
modern,25
miner,25
manifestaçã,25
mach,25
lote,25
liberal,25
lem,25
leia-s,25
jÁ,25
justiça.,25
julgar-s,25
iof,25
indebit,25
imprescindibil,25
garc,25
funda-s,25
estímul,25
entrev,25
ditam,25
desfavorá,25
descrev,25
desarrazo,25
cédul,25
corresponderá,25
consolidou-s,25
compensaçã,25
colid,25
camat,25
bernard,25
batist,25
bacen,25
analog,25
aline,25
alicerç,25
alemã,25
ab,25
À,24
·,24
vieram-m,24
usur,24
taref,24
sucumbenc,24
sexta-f,24
semi-abert,24
sele,24
ros,24
reún,24
revé,24
reprov,24
repetiÇÃ,24
remuneraÇÃ,24
quil,24
prossig,24
probatória.,24
prism,24
preservando-s,24
prescrit,24
prb,24
pergunt,24
pecuni,24
orçamentária.,24
obtev,24
moratória.,24
majoraçã,24
magalh,24
liam,24
lesã,24
interrupç,24
iniciar-s,24
informativo/stf,24
indifer,24
indenizaÇÃ,24
indenizatóri,24
incondic,24
incidência.,24
ilicitud,24
ignor,24
hável,24
getúli,24
fácil,24
funÇÃ,24
financi,24
fiel,24
fiduciár,24
extrat,24
extemporâne,24
experi,24
expans,24
exorbit,24
ex-combat,24
errone,24
equaç,24
enumer,24
elétrica.,24
econômico-financ,24
econômica.,24
duvid,24
distorç,24
despoj,24
desert,24
demas,24
dar-s,24
crédito.,24
contrarr,24
contencios,24
conseqÜ,24
conduc,24
colha-s,24
cia,24
cer,24
bloc,24
bezerr,24
balh,24
atropel,24
argú,24
aquisiÇÃ,24
apresenta-s,24
anisti,24
andré,24
alteraÇÃ,24
aliquot,24
alcançar-s,24
agrária.,24
afastando-s,24
adicion,24
ader,24
acessoriedad,24
xlv,23
vindic,23
vici,23
vedaçã,23
u,23
tão-só,23
tabelionat,23
soneg,23
reformati,23
refog,23
previdenciária.,23
possessór,23
por,23
pond,23
peru,23
parÁgraf,23
parl,23
padron,23
obrigac,23
mediat,23
lxx,23
levando-s,23
justiÇa.,23
justifiqu,23
issqn,23
isolad,23
ipm,23
inócu,23
inérc,23
interlig,23
infere-s,23
incompetenc,23
incentiv,23
impun,23
impeachment,23
gp,23
formaÇÃ,23
foc,23
extrapol,23
exp,23
episódi,23
dÉbit,23
disput,23
dando-se-lh,23
cuidar-s,23
conta-s,23
comunidad,23
cnj,23
cens,23
buen,23
bomb,23
aÇÃo.,23
aval,23
atribuiçõ,23
ap,23
ana,23
amp,23
alberg,23
adct-cf/88.,23
abril/mai,23
abal,23
índi,22
ênfas,22
vân,22
vocábul,22
valho-m,22
transmissã,22
trad,22
tr,22
teix,22
superveniênc,22
socorr,22
sirv,22
serventu,22
semi-elabor,22
salario-min,22
s.a,22
réu.,22
rui,22
rf,22
retard,22
reproduzir-s,22
remans,22
reestrutur,22
reembols,22
rediscut,22
record,22
quatrocent,22
qualificaçã,22
pró-rei,22
procuraÇÃ,22
prestigi,22
preparatór,22
precedênc,22
portu,22
percept,22
pe,22
notór,22
niss,22
mpf,22
modulaçã,22
modul,22
miss,22
mendonç,22
menc,22
medin,22
max,22
mandell,22
m2,22
lxxiv,22
lrf,22
l.c,22
kv,22
jurígen,22
jornal,22
jap,22
ipv,22
intervenção.,22
injustiç,22
iniludi,22
increment,22
inaceitá,22
impunh,22
improcedência.,22
id,22
i.o.f,22
héli,22
gleb,22
gener,22
fevereiro/91,22
fazendo-s,22
far-se-,22
faix,22
exigÊnc,22
exegé,22
excetu,22
ex-serv,22
está-s,22
estar-se-,22
encontrando-s,22
drás,22
disson,22
dispon,22
diretóri,22
dificult,22
desvest,22
depreende-s,22
decretaçã,22
declaraÇÃo.,22
decisões.,22
corrobor,22
conversa,22
contribuição.,22
concedendo-s,22
coaç,22
circunscrit,22
censur,22
ceará.,22
cdc,22
calc,22
c.pr.pen,22
benfeit,22
averigu,22
audit,22
atua-s,22
assenta-s,22
arrost,22
apreço.,22
apoiar-s,22
análise.,22
ambulânc,22
alienaÇÃ,22
alem,22
agremi,22
afin,22
absurd,22
íntegr,21
vic,21
terror,21
tendo-s,21
sumár,21
sucumbÊnc,21
solucion,21
sex,21
sancion,21
salário-mín,21
ré,21
revi,21
requer-s,21
renat,21
reclusã,21
ration,21
produÇÃ,21
prescriÇÃ,21
porém,21
peju,21
otn,21
móvel,21
modulaÇÃ,21
lxv,21
litigios,21
irrestrit,21
interpus,21
intermunicip,21
incompetênc,21
hospital,21
fundou-s,21
exerç,21
estendendo-s,21
duodéc,21
dispar,21
discriminaçã,21
dezoit,21
determinando-s,21
depÓsit,21
delin,21
decreto-,21
compensatór,21
coleg,21
clín,21
cientific,21
cient,21
capt,21
assessor,21
alternativ,21
alimentaçã,21
acusaçã,21
abol,21
abandon,21
é-lh,20
ÓrgÃ,20
zel,20
voz,20
virtual,20
vil,20
vicent,20
verificaÇÃ,20
triepel,20
tributária.,20
transmit,20
territÓri,20
teoric,20
tecnolog,20
tamanh,20
t.r.f,20
sustentando-s,20
susp,20
supracit,20
sufrag,20
subtr,20
submeter-s,20
solic,20
sol,20
sobrepos,20
sober,20
sinistr,20
setecent,20
sc,20
sbdi-1,20
sançã,20
sampai,20
rs,20
retom,20
requisitaram-s,20
repÚblica.,20
repit,20
repergunt,20
recálcul,20
quinta-f,20
providenc,20
prisão.,20
prevent,20
precatórios.,20
precatÓrio.,20
precatÓri,20
polu,20
pobr,20
plural,20
perturb,20
parte-s,20
ocasiã,20
observÂnc,20
obrigaÇÃ,20
não-prov,20
não-incid,20
novecent,20
nomeação.,20
negar-lh,20
mãe,20
muñoz,20
municípios.,20
mostrou-s,20
matt,20
maio/88,20
lideranç,20
licenciat,20
legitimando-s,20
lag,20
jurisdiÇÃ,20
junte-se.,20
junte-s,20
jesu,20
ips,20
interrup,20
interdit,20
integraÇÃ,20
instituiÇÃ,20
inseguranç,20
inquir,20
inocorrÊncia.,20
inflacionár,20
indenizaÇÃo.,20
incólum,20
hipossufici,20
hhcc,20
guar,20
fé,20
função.,20
flávi,20
fiqu,20
falh,20
extrai-s,20
excepcion,20
exaustiv,20
estelionat,20
esco,20
enunc,20
entendeu-s,20
empolg,20
eletronort,20
educac,20
econômico.,20
dissec,20
discricionár,20
discricionariedad,20
discricion,20
descobert,20
delict,20
delg,20
defl,20
decorrênc,20
decisór,20
decadência.,20
dant,20
copi,20
contrário.,20
controvérsia.,20
contraprestaçã,20
contraprest,20
constr,20
concomit,20
compensando-s,20
colocando-,20
coexist,20
citação.,20
cifr,20
cediç,20
cavalcant,20
brand,20
bitribut,20
bilateral,20
avult,20
aud,20
articula-s,20
aptidã,20
apreciação.,20
aparec,20
anulaçã,20
alij,20
aguardando-s,20
act,20
acidentár,20
acham-s,20
abrig,20
Âmbit,19
teratológ,19
tcf,19
taxat,19
tambÉm,19
sustentaçã,19
substituí-l,19
sensibil,19
seman,19
rurÍcol,19
reapreciaçã,19
razÃ,19
rati,19
provoqu,19
proteçã,19
proibiçã,19
primár,19
prescriÇÃo.,19
peculat,19
our,19
ocult,19
non,19
nitid,19
moratór,19
mmi,19
majorit,19
leading,19
jÚri.,19
jurisdição.,19
ir,19
insuficiênc,19
instância.,19
infidel,19
impetraÇÃ,19
homen,19
formaliz,19
find,19
extradiÇÃ,19
expuls,19
ex-leg,19
estipêndi,19
edcl,19
diz-s,19
dispus,19
diretor-ger,19
dificil,19
dezen,19
destranc,19
desigualdad,19
democrac,19
cÁlculo.,19
culpabil,19
cuidando-s,19
contribuiÇÃo.,19
contra,19
conceitu,19
comprobatór,19
cf/1988,19
cabal,19
boletim,19
autõn,19
auto-aplicáveis.,19
assidu,19
argüiçã,19
apreciaÇÃ,19
anúnci,19
alhe,19
ald,19
adct/88.,19
aboliti,19
abarc,19
óptic,18
íntim,18
á,18
vinculaçã,18
vincend,18
vigilânc,18
vazi,18
valer-s,18
ufm,18
tóp,18
trípl,18
transferir-s,18
trag,18
to,18
tj/sp,18
tcllp,18
sér,18
suje,18
sug,18
soma-s,18
separad,18
sentenc,18
seiscent,18
s/a.,18
rádi,18
rogéri,18
rogatória.,18
rodov,18
rey,18
revelando-s,18
retroativ,18
retroag,18
restituiçã,18
request,18
reflete-s,18
rediscuss,18
reconhecer-s,18
recif,18
readmiss,18
prud,18
provisória.,18
prova,18
proceder-s,18
preventiv,18
prejuízo.,18
predic,18
predetermin,18
postulatór,18
posterg,18
plant,18
planilh,18
período-bas,18
peixot,18
participaÇÃ,18
parqu,18
paraíb,18
originária.,18
ont,18
ocul,18
oblíqu,18
objeç,18
não.,18
natal,18
mês.,18
mÉdic,18
moratórios.,18
mg,18
meir,18
math,18
mass,18
manuel,18
manifeste-s,18
manifestação.,18
magistéri,18
magistÉri,18
lê,18
luí,18
lingu,18
legitimar-s,18
legil,18
jurídico-,18
jud,18
jad,18
inva,18
interf,18
instituição.,18
instauraçã,18
indébito.,18
indicaçã,18
indetermin,18
incluir,18
incensur,18
imputando-lh,18
importação.,18
imobiliár,18
ideológ,18
identifiqu,18
homenageando-s,18
hill,18
herd,18
hect,18
fundamentaÇÃ,18
fundac,18
formação.,18
focal,18
fisch,18
fc-8,18
faust,18
farmác,18
falcã,18
fabril,18
extrai,18
extemporane,18
expropriatóri,18
execução.,18
exclusã,18
estatutário.,18
esquec,18
espontane,18
esclareça-s,18
enorm,18
elimin,18
doutr,18
dizer-s,18
divid,18
devolvam-s,18
determinaçã,18
desvalor,18
desentranh,18
demográf,18
delibatóri,18
dei,18
degrad,18
decreto-lei2.425/88,18
debeatur,18
cálculos.,18
cÓp,18
crít,18
criminal,18
cretell,18
cord,18
conviv,18
contravenç,18
conformar-s,18
conduç,18
condiÇÃ,18
concluiu-s,18
concessão.,18
colon,18
coaçã,18
client,18
circulaÇÃ,18
cf-1988.,18
centen,18
cemitéri,18
campin,18
bundesverfassungsgericht,18
brusc,18
binômi,18
beacon,18
banest,18
avent,18
avanç,18
atur,18
artur,18
arrud,18
apuraçã,18
anôn,18
anulatór,18
alÍne,18
aloc,18
alhei,18
ajustar-s,18
air,18
advém,18
adinmc,18
acresça-s,18
acautelatór,18
absorv,18
abril/90,18
útel,17
Óbic,17
Índol,17
volum,17
vel,17
variaÇÃ,17
usurpaçã,17
ultr,17
tão-só,17
transitóri,17
torr,17
strict,17
sobrev,17
sedi,17
sal,17
saber-s,17
rom,17
retribuiçã,17
rescisÓria.,17
repress,17
referem-s,17
razoa,17
prÓpri,17
prote,17
propt,17
promoÇÃ,17
projeta-s,17
procedendo-s,17
privativ,17
principil,17
pretender-s,17
presume-s,17
preservaçã,17
prejud,17
pragmatic,17
persecuçã,17
orienta-s,17
ordinárias.,17
opon,17
opini,17
núcle,17
não-culp,17
mÍnimo.,17
motociclet,17
modificaçã,17
melh,17
materi,17
marÇ,17
manif,17
macul,17
litisconsórci,17
lat,17
junc,17
janeiro/89,17
irrelevÂnc,17
irpj,17
investigaçã,17
intens,17
inscrev,17
indeferitór,17
incêndi,17
incont,17
inclusã,17
iluminaÇÃ,17
ilid,17
holand,17
graç,17
glos,17
funçõ,17
fundamenta-s,17
film,17
fez-s,17
exigí,17
exeqüend,17
encarcer,17
dual,17
distinçã,17
desrespeitando-,17
desped,17
desautor,17
deoutubr,17
data-limit,17
conteud,17
contenh,17
constataçã,17
configurará,17
confess,17
concluir-s,17
comprometendo-,17
comissã,17
cem,17
ced,17
cap,17
cal,17
caduc,17
bi,17
ben,17
aul,17
apelaÇÃ,17
anuêni,17
alteraÇÕ,17
aliás,17
al,17
advers,17
xxii,16
vincula-s,16
usuários.,16
união.,16
uniformiz,16
tv,16
transmud,16
traf,16
tomam-n,16
televis,16
tda,16
sól,16
síti,16
surpreend,16
supressã,16
supervis,16
sujeita-s,16
substituir-s,16
solv,16
solicitando-s,16
setor,16
selecion,16
seguindo-s,16
segreg,16
santos-sp,16
rodovi,16
rod,16
ressaltou-s,16
responsabil,16
reprimend,16
relevância.,16
relembr,16
rein,16
redução.,16
queim,16
própria.,16
prosseg,16
proceda-s,16
prevê,16
prevaric,16
pressupo,16
pontual,16
plasm,16
permission,16
pellegrin,16
pca,16
paulo/sp,16
parana,16
orientação.,16
opõ,16
omissão.,16
omissa,16
odi,16
ocorrência.,16
ocasia,16
obstacul,16
observar-s,16
negativ,16
ncz,16
méd.,16
márci,16
má-fé,16
msud,16
mms,16
meur,16
mecân,16
maximili,16
matriz,16
litigi,16
lii,16
lesÃ,16
legitimaçã,16
legislatoril,16
jurÍdico-process,16
jurisprudÊncia.,16
irrog,16
invia,16
intranscend,16
instÂnc,16
instituído.,16
instituição.,16
inexpress,16
inega,16
indeclin,16
inconveni,16
incompreens,16
imut,16
impéri,16
impedir,16
iii.,16
homogêne,16
hipótese.,16
hierárqu,16
hamilton,16
gaúch,16
fávil,16
fundamentou-s,16
freit,16
frauzin,16
fraccion,16
feminin,16
felix,16
favorável.,16
fatic,16
extraem-s,16
extinÇÃ,16
extin,16
expir,16
exercício.,16
evitando-s,16
evidencia-s,16
estabeleç,16
esclareç,16
enquadra-s,16
encarreg,16
emissã,16
emis,16
distribuído.,16
dissoluç,16
dispêndi,16
disposição.,16
discriminatóri,16
desincumbir-s,16
descr,16
daí,16
cél,16
criaçã,16
correg,16
coordenador-ger,16
contrab,16
constitui-s,16
consecuç,16
congel,16
concessão.,16
competir,16
colacion,16
coelh,16
carn,16
bilhã,16
barret,16
bapt,16
bancário.,16
avi,16
autênt,16
atíp,16
atribut,16
asserç,16
arrendat,16
arrazo,16
aproxim,16
apresentar-se-,16
apostil,16
apliqu,16
antigu,16
alude-s,16
alocando-,16
alimentícia.,16
agrôn,16
advocatÍci,16
adimple,16
adequar-s,16
acórdão.,16
acrescente-s,16
aconselh,16
abastec,16
a.a,16
Único.,15
utilizando-s,15
tributÁr,15
tipif,15
suscetí,15
sursil,15
sucumbência.,15
subscrev,15
sobreman,15
situar-s,15
silent,15
salÁrios.,15
restriçã,15
restaurant,15
relevant,15
relax,15
regress,15
redigir,15
rechaç,15
recepçã,15
reca,15
realizaçã,15
progressã,15
probatório.,15
primariedad,15
preqüestion,15
polÍ,15
permaneç,15
organ,15
ordinário.,15
obstaculiz,15
oab,15
mÊ,15
mour,15
litil,15
judiciÁrio.,15
irredut,15
irrecorr,15
intoc,15
insuscept,15
infraçã,15
indubita,15
imprópri,15
imprópr,15
imprevisibil,15
imparcial,15
homologaçã,15
hipotec,15
hierárquico-norm,15
habeas-corpus.,15
guim,15
graduaçã,15
goiás.,15
genÉr,15
gdaj,15
fras,15
fragil,15
formulaçã,15
faci,15
extradição.,15
exerce-s,15
ex-empreg,15
eua,15
estei,15
especial,15
equivalênc,15
equivalÊnc,15
emolument,15
efetuar-s,15
ecológ,15
dogm,15
divisibil,15
diligênc,15
dias-mult,15
desapropriaÇÃo.,15
desaf,15
deferir-s,15
decrésc,15
declarando-s,15
decisão.,15
daniel,15
dando-s,15
cris,15
contraprestaÇÃ,15
configura-s,15
conclui-s,15
cognoscibil,15
choqu,15
caib,15
buzaid,15
bloque,15
aí,15
avenç,15
autÔn,15
atribuíd,15
art.19,15
analóg,15
an,15
alienaçã,15
age,15
afirmaçã,15
advocacia-ger,15
árbitr,14
zoll,14
xlii,14
xix,14
xavi,14
wald,14
vítima.,14
vão.,14
voltem-m,14
vitori,14
vitalíci,14
vinculaÇÃ,14
vigÊnc,14
vice-procurador-ger,14
vice-govern,14
vencimento-bas,14
venciment,14
v.b.r,14
uniformização.,14
títulos.,14
trf/4ª,14
transmita-s,14
tradic,14
tomando-s,14
themistocl,14
terça-f,14
telex,14
súm.,14
supramencion,14
superl,14
superfic,14
suden,14
solid,14
solicitando-lh,14
sl,14
singular,14
servir,14
sequestr,14
seleç,14
salários.,14
salário-de-benefíci,14
sacrific,14
sabe-s,14
réus.,14
rubr,14
revert,14
ressaltando-s,14
ressalta-s,14
republicano-federativa.,14
registrou-s,14
regent,14
rechtskraft,14
recepÇÃ,14
ratei,14
qued,14
punctum,14
publicação.,14
psssp,14
próprio.,14
práxil,14
provocaçã,14
propic,14
projetar-s,14
previdenciários.,14
prevenção.,14
prefac,14
posterior,14
população.,14
poder-se-,14
poder-dev,14
perelman,14
pensÕes.,14
partid,14
parintins/,14
paragu,14
par.1,14
pais,14
organizaçã,14
ordinÁria.,14
ordinÁr,14
oposiçã,14
oponh,14
omitiu-s,14
omissõ,14
oest,14
ocorrência.,14
observações.,14
não-aplic,14
normal,14
neut,14
naçã,14
nat,14
mprov,14
mostrando-s,14
minim,14
met,14
mestr,14
medicin,14
materia,14
manifestaram-s,14
majoritár,14
maced,14
líquido.,14
lxvii,14
lourenç,14
literal,14
line,14
leilã,14
leal,14
la,14
konfin,14
jurídico-norm,14
juni,14
jung,14
juar,14
jatahy,14
isenção.,14
irá,14
irreversibil,14
inútil,14
interregn,14
intelect,14
instâncias.,14
inobst,14
injustific,14
inelegibil,14
indol,14
indiqu,14
incorret,14
incontorn,14
incontest,14
inaudit,14
improcedenc,14
impesso,14
ilimit,14
ideal,14
i/183,14
humbert,14
hic,14
guaratinguetá/sp,14
gu,14
grinov,14
grec,14
gilbert,14
gerent,14
física.,14
funções.,14
fotográf,14
feiçã,14
favora,14
experiment,14
exação.,14
exaurir-s,14
exacerb,14
ex-deput,14
estatís,14
estat,14
estabeleceu-s,14
específicos.,14
espanhol,14
erário.,14
entendê-l,14
enfim,14
empenh,14
embut,14
embal,14
efetivaçã,14
edilson,14
e.u.,14
dna,14
divórcio.,14
discorre-s,14
disciplinar-s,14
dipp,14
diga-s,14
dialé,14
destinaçã,14
desistenc,14
desembargador-rela,14
demasiad,14
decadênc,14
cód.,14
cvm,14
custod,14
correlat,14
correl,14
contrachequ,14
contra-razões.,14
contemporâne,14
contabil,14
consecu,14
confiscatóri,14
condomíni,14
condenatória.,14
condenatória.,14
concis,14
compulsório.,14
comprovad,14
colhe-s,14
coimbr,14
coerci,14
citem-s,14
cintr,14
cf/46,14
certif,14
cern,14
cabendo-lh,14
brit,14
briguiet,14
br,14
bilater,14
bar,14
azar,14
auto-aplicável.,14
autenticaÇÃ,14
aurÉli,14
at,14
associaçã,14
assimil,14
arqu,14
aponta-s,14
aplicação.,14
aniquil,14
anadyr,14
américa.,14
amazôn,14
alinh,14
alguém,14
albuquerqu,14
ai-agr,14
agress,14
afinal,14
advind,14
adotou-s,14
admitir-s,14
adct/cf/88.,14
ada,14
acti,14
acidentário.,14
acerv,14
acepç,14
abrupt,14
abrir,14
aai,14
Óbit,13
xxvi,13
utilizaÇÃ,13
uniformizaçã,13
um,13
transparec,13
tenetur,13
súbit,13
sujeitando-s,13
sucumbÊncia.,13
suces,13
sortei,13
solen,13
sobrevenh,13
sobredireit,13
sistematic,13
sentença.,13
rr.e,13
robustec,13
resoluÇÃ,13
reputa-s,13
repristinatóri,13
repres,13
remot,13
rejeiÇÃ,13
redund,13
reclamaÇÃo.,13
rebu,13
pôd,13
primaz,13
prestígi,13
portuár,13
pertinenc,13
perec,13
penhor,13
particular,13
paradox,13
olh,13
nÃo-cumulatividade.,13
nev,13
nem,13
monitor,13
mi-211,13
mencionando-s,13
licitatóri,13
libel,13
leilo,13
lab,13
jurist,13
itr,13
interrogatori,13
interposição.,13
instruÇÃ,13
instrutór,13
instanc,13
inspir,13
inquisitor,13
inobservanc,13
inflig,13
induvid,13
independênc,13
inadmissi,13
imÓvel,13
impuls,13
improdu,13
igualizaÇÃ,13
hierarquic,13
guis,13
fÁtico-probatÓri,13
fundamentaÇÃo.,13
fundamentando-,13
fac-simil,13
exon,13
ex-prefeit,13
evidenciar-s,13
esb,13
erig,13
endoss,13
empregatíci,13
emposs,13
embaix,13
econÔmica.,13
eca,13
dominu,13
docent,13
dispÕ,13
diferenÇ,13
devoluÇÃ,13
desvalorizaçã,13
desrespe,13
depositÁri,13
depos,13
declaratÓri,13
declaratori,13
decex,13
cpil,13
convicçã,13
convençã,13
contínu,13
contrataçã,13
contraditór,13
conseg,13
configurando-s,13
concessionÁr,13
comprobatÓr,13
cidadã,13
carimb,13
caf,13
bien,13
balanç,13
ausÊncia.,13
assegurando-s,13
artifíci,13
aristid,13
arbitrariedad,13
apoiou-s,13
alvareng,13
alicerc,13
alckmin,13
afastá-l,13
adequaÇÃ,13
acusação.,13
acertad,13
abrand,13
ótic,12
ímp,12
zuriqu,12
xl,12
víru,12
vão,12
válida.,12
viu-s,12
virgul,12
vindo-m,12
vergast,12
verfassung,12
vbr,12
vasconcel,12
vale-aliment,12
v.ex,12
usucap,12
urp/1989,12
urgênc,12
uniÃo.,12
ufir,12
ua,12
trez,12
transf,12
transcend,12
torná-l,12
tog,12
tjrj,12
tj/rn,12
thompson,12
territórios.,12
tens,12
tenent,12
taquigráf,12
sÓci,12
supressão.,12
sudo,12
substituiÇÃ,12
subsidiár,12
stn,12
stent,12
somatóri,12
sobredit,12
sobrecarreg,12
situação.,12
sinôn,12
simplic,12
sev,12
sanção.,12
sandr,12
salários-de-contribu,12
salário-mínimo.,12
sall,12
sacrifíci,12
s.p,12
ré.,12
rogatóri,12
ristj,12
ricm,12
revigor,12
revestem-s,12
revelaçã,12
retór,12
retroação.,12
retratação.,12
restrinj,12
respeitando-s,12
resolu,12
repúdi,12
reportando-s,12
remetendo-s,12
regÊncia.,12
reediçõ,12
reconsideração.,12
reclusão.,12
recald,12
reautue-s,12
reabert,12
rav,12
ratificação.,12
rap,12
qo/r,12
pé,12
psol,12
pré-constituc,12
provisÓrio.,12
prospectivity,12
pronunciou-s,12
promoÇÕ,12
previdência.,12
prestaÇÕ,12
presidência.,12
poupança.,12
político.,12
político-,12
polÍc,12
pluralismu,12
plataform,12
pist,12
pis/pasep,12
pinh,12
peças.,12
período.,12
persona,12
perpetu,12
permitir,12
perdur,12
percepÇÃ,12
penitenciár,12
pedági,12
pedagóg,12
pecún,12
pecuniário.,12
paz,12
paulatin,12
parent,12
panam,12
pachec,12
ostens,12
osc,12
ortiz,12
orientaÇÃ,12
ordinárias.,12
orcament,12
olvidando-s,12
ofereç,12
odac,12
ocupac,12
não-tribut,12
não-recepç,12
não-,12
nua,12
nord,12
norbert,12
nomenclat,12
noem,12
neutral,12
nett,12
ned,12
necessÁr,12
narcotráf,12
mud,12
minuci,12
memor,12
lxxii,12
locuç,12
locuplet,12
liqu,12
linklett,12
limitaÇÃ,12
lesão.,12
kand,12
jÚr,12
justifica-s,12
juscelin,12
jurisdicion,12
julgo-,12
iv/2091,12
iorqu,12
invari,12
interposição.,12
insurgem-s,12
instá,12
instÂncia.,12
inexecuç,12
indistint,12
indenizatória.,12
indeniz,12
indagaçã,12
incêndio.,12
incontrastá,12
incomum,12
imputaçã,12
impugnação.,12
improcedÊncia.,12
imprevis,12
importaÇÃo.,12
impor,12
ilh,12
ii/353,12
ibc,12
híbr,12
gustav,12
grass,12
giron,12
gatt,12
gabriel,12
frut,12
freqüent,12
fraç,12
format,12
foment,12
fiscaliz,12
fiduciÁria.,12
federação.,12
faço-,12
faperg,12
falsific,12
faculta-s,12
factoring,12
exércit,12
extraordinários.,12
expulsã,12
expor-s,12
expeç,12
exigindo-s,12
exercit,12
examiná-l,12
estado-juiz,12
escritur,12
es,12
eqüidad,12
equivalência.,12
equilibr,12
englob,12
endivid,12
encontrava-s,12
embrap,12
elaboraçã,12
ee,12
edson,12
edição.,12
djac,12
diálog,12
divirj,12
distribuiçã,12
disting,12
dissidi,12
discussÃ,12
dicion,12
diapas,12
devolut,12
desvirtu,12
desvant,12
destinam-s,12
despend,12
desfalc,12
desemb,12
desat,12
desafet,12
derech,12
depositari,12
deflu,12
definiçã,12
definiÇÃ,12
decresc,12
decor,12
declarou-s,12
decisa,12
decidi-l,12
dando-lh,12
curitiba/pr,12
cssl,12
crei,12
cpi/banest,12
corporação.,12
converto-,12
converter-s,12
controvérsia.,12
contrapart,12
constri,12
constitut,12
confisc,12
confaz,12
conexão.,12
condomin,12
condenação.,12
conclusão.,12
concluindo-s,12
conce,12
conam,12
comunicando-s,12
classificaçã,12
cjm,12
circunstanci,12
circunscr,12
cidadão.,12
casuís,12
cao,12
canotilh,12
camarg,12
cai,12
c.p.civ,12
bÁsica.,12
bverfg,12
buc,12
bragagnol,12
boa-fé.,12
bitributação.,12
bird,12
beneficiários.,12
baralh,12
ação.,12
aurélio.,12
atualiz,12
atribuir-lh,12
aterr,12
atalh,12
arrepi,12
arrecadaçã,12
arquivem-se.,12
arnold,12
aquém,12
anulabil,12
antropológ,12
antigü,12
andrad,12
ampac,12
amorim,12
amazon,12
alvim,12
alterou-s,12
alert,12
agr/sp,12
agiu,12
afirma-s,12
afastou-s,12
afastar-s,12
advocatÍcios.,12
administraÇÃ,12
administrativo-fisc,12
acolhê-l,12
ac-mc,12
àqueles.,11
voltar-s,11
viabilizando-s,11
utilizar-s,11
uti,11
urp/fevereiro/1989,11
ufesp,11
trifas,11
tramitaçã,11
torp,11
tornaram-s,11
temper,11
temerár,11
teleolog,11
suspeiçã,11
superveniÊnc,11
subvert,11
stantibu,11
seqüênc,11
sdi,11
réu.,11
rigoros,11
retroaçã,11
rescisória.,11
releg,11
relation,11
regulamentaÇÃ,11
refiro-m,11
reduÇÃ,11
reduzi-l,11
reclamação.,11
racion,11
quatorz,11
pré-constitu,11
proveit,11
propon,11
promoçã,11
prob,11
pretéritas.,11
preterit,11
prematur,11
preexist,11
populaçã,11
placit,11
periodo-bas,11
opçã,11
opo,11
obrigatÓrio.,11
mínimo.,11
médico-hospital,11
mpr,11
monopóli,11
monocrÁ,11
ministro-presid,11
michel,11
ma,11
língu,11
licitud,11
lealdad,11
júri.,11
ipc-r,11
insan,11
inovaçã,11
injunc,11
informaçã,11
incondicion,11
inacolh,11
ilicit,11
homicidi,11
fundamentação.,11
funcionár,11
fun,11
fracionári,11
fiscalizaÇÃ,11
fiad,11
extraordinÁr,11
expressÕ,11
exclusÃo.,11
excelência.,11
esvaz,11
espac,11
entender-s,11
encamp,11
duart,11
dirigir-s,11
deu-lh,11
deteg,11
desencad,11
desapropriaçã,11
denÚnc,11
declaratórios.,11
decadenc,11
creditóri,11
creditar-s,11
cotist,11
correspondênc,11
correlaçã,11
convençõ,11
contradiçõ,11
contraditÓri,11
contraditori,11
contra-razo,11
conting,11
constituindo-s,11
condiÇÕ,11
completud,11
comod,11
científ,11
c.p.p,11
bale,11
açúc,11
autenticaçã,11
assegurar-lh,11
anunci,11
anim,11
alimentic,11
alimentaÇÃ,11
admite-s,11
adct-cf/88,11
órgão.,10
ângel,10
 ,10
xxxvii,10
wischermann,10
wilson,10
vêm,10
vésp,10
voto-condu,10
volunt,10
vitór,10
vislumbra-s,10
visit,10
vener,10
varej,10
vali,10
usin,10
unimed,10
unesp,10
ultim,10
uberlând,10
trÁf,10
tributação.,10
transgressã,10
tjr,10
tj-sp,10
tj,10
titulariz,10
theori,10
them,10
teresina-p,10
tecnic,10
t.r.t,10
sustando-s,10
surpr,10
suplic,10
suple,10
supedâne,10
subordinam-s,10
submissã,10
submetendo-s,10
subcont,10
subcomiss,10
sopes,10
sombr,10
solvend,10
solicitação.,10
social,10
soci,10
sit,10
silenci,10
sexta-part,10
sepult,10
segunda-f,10
secundár,10
secc,10
se,10
scaranc,10
satisfatór,10
saqu,10
salário-educação.,10
said,10
s/c,10
s.t.f.,10
s.t.,10
rápid,10
rum,10
rstj,10
rodoviár,10
rodapé,10
ria,10
review,10
revestindo-s,10
resumir-s,10
restringiu-s,10
restituição.,10
restabelecendo-s,10
resolve-s,10
rescisóri,10
reputar-s,10
repristin,10
reporto-m,10
repita-s,10
renunc,10
rendo-m,10
remuneraÇÕ,10
remuneratório.,10
releit,10
regulamentação.,10
regin,10
reger-s,10
reformul,10
refaz,10
redistribuição.,10
